,Geo_NAME,Total Population,Population Density (Per Sq. Mile),Area (Land),15 to 24 Years,25 to 34 Years,35 to 44 Years,45 to 54 Years,55 to 59 Years,60 to 64 Years,65 to 74 Years,75 to 84 Years,85 Years and Over,Median Gross Rent,White Alone (Number of people),Black or African American Alone,American Indian and Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Some Other Race Alone,Two or More Races,Not Hispanic or Latino,Hispanic or Latino,Renter-Occupied Housing Units,Number of units Less than $300 (monthly),$300 to $499,$500 to $799,$800 to $999,"$1,000 to $1,499","$1,500 to $1,999","$2,000 to $2,499","$2,500 to $2,999","$3,000 or More",No Cash Rent,Total,No Health Insurance Coverage,With Health Insurance Coverage,Public Health Coverage,Private Health Insurance,GEOID,TRACTCE,COUNTYFP,NAME,NAMELSAD,INTPTLAT,INTPTLON
245,"Census Tract 4382.03, Alameda County, California",4329,2125.356,2.03683491969847,0,77,93,92,29,38,10,9,0,1304.0,1141,347,11,2135,90,460,145,3316,1013,348,0,0,61,25,106,140,5,11,0,0,4329,432,3897,1843,2466,6001438203,438203,1,4382.03,Census Tract 4382.03,37.6155915,-122.05742350000001
246,"Census Tract 4382.04, Alameda County, California",5261,9145.783000000001,0.575237800329577,0,114,111,33,29,9,27,30,11,1757.0,1992,470,24,1959,181,316,319,3835,1426,364,11,0,0,34,40,177,84,0,6,12,5228,633,4595,1539,3601,6001438204,438204,1,4382.04,Census Tract 4382.04,37.627059499999994,-122.0596257
247,"Census Tract 4383, Alameda County, California",4102,12411.46,0.330501145179051,23,20,87,109,15,17,18,0,4,1949.0,1338,387,3,1428,309,358,279,2542,1560,293,0,13,0,5,27,107,84,46,0,11,4102,573,3529,1358,2473,6001438300,438300,1,4383.0,Census Tract 4383,37.628224100000004,-122.088523
248,"Census Tract 4384, Alameda County, California",2509,3769.982,0.6655204580098439,11,13,18,14,6,30,17,5,0,1232.0,1026,294,5,849,60,220,55,1679,830,114,0,0,16,14,31,11,11,16,0,15,2509,259,2250,921,1640,6001438400,438400,1,4384.0,Census Tract 4384,37.6184511,-122.082604
249,"Census Tract 4401, Alameda County, California",2363,221.1163,10.6866842626298,16,142,50,56,0,0,30,80,144,2023.0,1098,37,0,825,10,209,184,1890,473,518,0,0,0,0,79,135,110,19,95,80,2303,101,2202,882,1806,6001440100,440100,1,4401.0,Census Tract 4401,37.616274100000005,-121.9813815
250,"Census Tract 4402, Alameda County, California",6265,13977.61,0.448216748494588,50,149,258,160,56,66,56,15,4,1470.0,1604,212,10,1070,26,2993,350,1855,4410,814,0,7,9,51,361,269,57,35,12,13,6265,732,5533,2316,3711,6001440200,440200,1,4402.0,Census Tract 4402,37.600362200000006,-122.0225189
251,"Census Tract 4403.01, Alameda County, California",6987,4222.07,1.65487523494317,27,124,237,49,40,0,0,12,39,1449.0,2052,564,76,2296,184,1517,298,4682,2305,528,0,12,0,0,285,98,51,18,64,0,6953,455,6498,2068,4842,6001440301,440301,1,4403.01,Census Tract 4403.01,37.601186299999995,-122.0427361
252,"Census Tract 4403.04, Alameda County, California",4964,13146.35,0.37759518576920004,18,41,103,90,45,20,77,18,0,1646.0,654,272,35,3065,159,95,684,4163,801,412,55,27,24,7,50,132,48,52,8,9,4959,320,4639,1473,3568,6001440304,440304,1,4403.04,Census Tract 4403.04,37.5868721,-122.07661570000002
253,"Census Tract 4403.05, Alameda County, California",4147,11567.54,0.358503205420257,7,47,27,19,49,17,12,0,0,2347.0,882,283,40,2219,211,281,231,3426,721,178,0,4,0,0,35,5,62,26,42,4,4147,228,3919,1185,3191,6001440305,440305,1,4403.05,Census Tract 4403.05,37.577380600000005,-122.0746719
254,"Census Tract 4403.06, Alameda County, California",4131,15853.54,0.260572635857772,19,156,93,97,5,13,36,14,0,1906.0,638,319,31,2777,79,106,181,3829,302,433,7,0,29,0,48,157,125,57,0,10,4124,386,3738,1790,2203,6001440306,440306,1,4403.06,Census Tract 4403.06,37.584989,-122.06836329999999
255,"Census Tract 4403.07, Alameda County, California",4277,7879.236,0.5428191173086521,8,25,106,108,38,13,45,32,0,1607.0,1424,203,28,2099,28,345,150,3425,852,375,0,36,65,10,47,122,35,38,15,7,4257,263,3994,1805,2712,6001440307,440307,1,4403.07,Census Tract 4403.07,37.5911419,-122.04868700000002
256,"Census Tract 4403.08, Alameda County, California",5988,8436.934000000001,0.709736492987612,38,256,154,82,25,33,71,159,84,1693.0,1417,258,9,2848,21,1081,354,4259,1729,902,122,51,28,0,114,332,178,47,14,16,5978,349,5629,1794,4375,6001440308,440308,1,4403.08,Census Tract 4403.08,37.5893169,-122.027817
257,"Census Tract 4403.31, Alameda County, California",3517,4904.354,0.7171179943690859,24,114,188,99,18,9,10,9,5,1629.0,621,212,9,1985,146,332,212,2826,691,476,11,0,4,28,159,139,115,14,6,0,3517,319,3198,1154,2289,6001440331,440331,1,4403.31,Census Tract 4403.31,37.5982247,-122.08334040000001
258,"Census Tract 4403.32, Alameda County, California",3516,4000.192,0.8789577403447429,0,34,56,11,0,0,0,7,0,3235.0,379,35,6,2684,35,100,277,3386,130,108,0,0,0,0,0,0,4,13,79,12,3516,167,3349,628,3022,6001440332,440332,1,4403.32,Census Tract 4403.32,37.582671000000005,-122.08581140000001
259,"Census Tract 4403.33, Alameda County, California",2992,3083.9179999999997,0.970194456499412,10,5,32,48,19,0,0,12,5,2288.0,538,184,11,2004,11,68,176,2807,185,131,0,0,0,0,29,10,46,4,42,0,2992,116,2876,633,2386,6001440333,440333,1,4403.33,Census Tract 4403.33,37.605337,-122.0738118
260,"Census Tract 4403.34, Alameda County, California",4360,11010.61,0.39598175744443603,0,72,9,36,45,0,25,5,0,2033.0,1002,132,0,2359,114,215,538,3816,544,192,0,0,0,0,12,72,83,0,12,13,4360,297,4063,1294,3161,6001440334,440334,1,4403.34,Census Tract 4403.34,37.593794,-122.0648622
261,"Census Tract 4403.35, Alameda County, California",6949,8975.146999999999,0.774249147100295,24,523,192,135,44,0,45,0,0,1789.0,1241,202,59,4476,52,535,384,6325,624,963,0,56,0,27,169,330,182,93,29,77,6933,321,6612,1269,5507,6001440335,440335,1,4403.35,Census Tract 4403.35,37.5913508,-122.0122841
262,"Census Tract 4403.36, Alameda County, California",5350,12138.22,0.440756482269416,38,250,253,46,40,13,11,0,8,1872.0,1314,592,12,2632,29,341,430,4393,957,659,3,9,0,0,143,229,249,18,0,8,5333,553,4780,1844,3466,6001440336,440336,1,4403.36,Census Tract 4403.36,37.5811633,-122.0175013
263,"Census Tract 4411, Alameda County, California",4179,714.3738,5.84987845503531,0,45,92,106,7,27,70,23,7,1601.0,2122,76,59,1123,18,436,345,3289,890,377,0,0,41,7,125,77,94,33,0,0,4108,176,3932,1125,3365,6001441100,441100,1,4411.0,Census Tract 4411,37.585299299999996,-121.96205729999998
264,"Census Tract 4412, Alameda County, California",7316,5845.44,1.25157375246526,48,185,374,185,45,51,21,47,16,1723.0,3136,176,50,2804,0,443,707,5994,1322,972,0,0,36,50,167,506,97,0,102,14,7316,373,6943,1335,6130,6001441200,441200,1,4412.0,Census Tract 4412,37.5780625,-121.9910071
265,"Census Tract 4413.01, Alameda County, California",3224,2535.376,1.27160627771248,45,181,232,51,17,44,61,4,0,2124.0,840,106,6,2095,0,24,153,3041,183,635,0,0,0,8,38,208,241,125,8,7,3224,99,3125,451,2805,6001441301,441301,1,4413.01,Census Tract 4413.01,37.5717252,-122.0026581
266,"Census Tract 4413.02, Alameda County, California",5789,7516.764,0.7701452670823191,29,106,159,148,29,36,15,7,8,1829.0,1809,198,61,2809,5,447,460,4962,827,537,8,18,34,0,119,136,69,71,82,0,5789,184,5605,1743,4515,6001441302,441302,1,4413.02,Census Tract 4413.02,37.569342600000006,-122.0194346
267,"Census Tract 4414.01, Alameda County, California",7484,10261.93,0.729297201376995,45,170,214,210,53,20,30,20,0,1975.0,2070,397,16,3817,211,332,641,6660,824,762,0,0,15,15,182,159,246,30,79,36,7484,377,7107,2123,5808,6001441401,441401,1,4414.01,Census Tract 4414.01,37.5735683,-122.0376757
268,"Census Tract 4414.02, Alameda County, California",5295,8390.253,0.631089410452867,18,63,174,50,9,40,32,0,10,2317.0,1377,107,32,3230,0,67,482,4864,431,396,0,0,0,0,0,88,149,76,52,31,5295,312,4983,1005,4441,6001441402,441402,1,4414.02,Census Tract 4414.02,37.58237929999999,-122.039873
269,"Census Tract 4415.01, Alameda County, California",6445,6359.079000000001,1.0135116456138,0,89,63,66,0,8,4,25,0,1971.0,825,166,40,4719,100,79,516,5987,458,255,0,0,25,17,43,34,57,48,10,21,6445,118,6327,1262,5392,6001441501,441501,1,4415.01,Census Tract 4415.01,37.5699748,-122.07244180000001
270,"Census Tract 4415.03, Alameda County, California",6566,219.3883,29.9286668509661,5,85,270,81,9,29,14,12,0,2377.0,442,154,20,5397,55,91,407,6387,179,505,8,0,8,0,26,76,169,119,85,14,6566,302,6264,817,5570,6001441503,441503,1,4415.03,Census Tract 4415.03,37.5639878,-122.0957814
271,"Census Tract 4415.21, Alameda County, California",6177,9348.629,0.660738582572583,0,97,122,120,36,22,0,8,7,2322.0,1200,293,63,4179,74,105,263,5793,384,412,0,0,0,7,31,25,216,99,26,8,6171,266,5905,1453,4790,6001441521,441521,1,4415.21,Census Tract 4415.21,37.57293,-122.0532585
272,"Census Tract 4415.22, Alameda County, California",5356,10611.67,0.504727435030587,0,80,95,66,56,9,6,0,9,2094.0,1096,252,35,3169,19,463,322,4475,881,321,0,0,0,6,46,78,133,7,40,11,5356,307,5049,1430,4063,6001441522,441522,1,4415.22,Census Tract 4415.22,37.584559399999996,-122.05725459999998
273,"Census Tract 4415.23, Alameda County, California",4267,23661.54,0.18033481236206503,0,151,363,130,23,7,56,0,18,2002.0,447,153,31,3254,139,121,122,4035,232,748,0,0,0,39,25,305,235,108,28,8,4267,256,4011,419,3809,6001441523,441523,1,4415.23,Census Tract 4415.23,37.5647764,-122.0464882
274,"Census Tract 4415.24, Alameda County, California",4349,6701.741,0.64893582518529,0,91,205,113,69,0,0,17,0,2034.0,478,30,8,3652,13,18,150,4153,196,495,0,9,30,0,30,164,155,41,58,8,4349,38,4311,601,3864,6001441524,441524,1,4415.24,Census Tract 4415.24,37.559478000000006,-122.0506929
275,"Census Tract 4416.01, Alameda County, California",4848,9721.14,0.498706943815956,7,53,85,24,16,7,0,9,0,2135.0,1946,205,30,1855,243,263,306,4114,734,201,0,0,0,0,7,61,89,21,6,17,4841,284,4557,1252,3845,6001441601,441601,1,4416.01,Census Tract 4416.01,37.563500700000006,-122.0305372
276,"Census Tract 4416.02, Alameda County, California",7907,12174.81,0.649455518712828,117,191,414,90,44,28,66,68,81,1786.0,2082,300,0,3579,336,1129,481,6214,1693,1099,0,24,26,0,212,502,217,38,80,0,7907,643,7264,2256,5541,6001441602,441602,1,4416.02,Census Tract 4416.02,37.5569619,-122.0212342
277,"Census Tract 4417, Alameda County, California",7270,8444.726,0.8608924056791,98,324,178,118,122,89,213,32,13,1462.0,1839,389,63,3441,0,898,640,5626,1644,1187,35,146,40,46,368,384,132,36,0,0,7270,378,6892,1659,5541,6001441700,441700,1,4417.0,Census Tract 4417,37.5532071,-122.01163020000001
278,"Census Tract 4418, Alameda County, California",7305,9279.136999999999,0.7872499795365849,10,161,352,200,49,123,0,78,0,1754.0,3024,117,40,3300,0,622,202,6430,875,973,18,0,12,25,191,461,111,43,100,12,7305,348,6957,1702,5888,6001441800,441800,1,4418.0,Census Tract 4418,37.5591968,-121.99157450000001
279,"Census Tract 4419.21, Alameda County, California",3917,11980.31,0.326953252293061,20,311,258,114,56,26,22,6,0,2198.0,1080,235,68,1593,0,602,339,2897,1020,813,0,0,0,20,18,250,300,165,60,0,3917,153,3764,787,3155,6001441921,441921,1,4419.21,Census Tract 4419.21,37.5424223,-121.96780759999999
280,"Census Tract 4419.23, Alameda County, California",6313,10851.74,0.5817497996129711,22,800,514,194,123,73,71,230,208,1750.0,1429,95,0,4089,0,352,348,5763,550,2235,40,16,0,0,681,745,397,182,157,17,5982,355,5627,1734,4234,6001441923,441923,1,4419.23,Census Tract 4419.23,37.5509731,-121.98500859999999
281,"Census Tract 4419.24, Alameda County, California",7782,9225.907,0.84349425557184,43,405,267,149,37,56,84,0,0,2019.0,2916,44,35,4105,0,156,526,6751,1031,1041,0,0,80,14,33,363,336,150,30,35,7782,490,7292,1510,6298,6001441924,441924,1,4419.24,Census Tract 4419.24,37.5647659,-121.9732496
282,"Census Tract 4419.25, Alameda County, California",6694,5772.655,1.15960498658681,28,1277,427,317,160,64,47,0,0,2051.0,1419,112,40,4415,8,229,471,6247,447,2320,0,0,0,58,164,847,762,234,228,27,6694,86,6608,1029,5819,6001441925,441925,1,4419.25,Census Tract 4419.25,37.5499839,-121.962969
283,"Census Tract 4419.26, Alameda County, California",4613,29233.93,0.15779609789697902,34,396,432,179,56,62,14,11,0,1618.0,691,178,11,2007,49,1386,291,2874,1739,1184,0,16,9,8,405,606,106,0,11,23,4613,462,4151,966,3316,6001441926,441926,1,4419.26,Census Tract 4419.26,37.540800299999994,-121.97871029999999
284,"Census Tract 4419.27, Alameda County, California",4528,18038.56,0.251017765333276,34,494,322,152,69,36,90,54,129,2064.0,649,184,0,2929,9,298,459,4055,473,1380,27,12,15,7,133,424,497,191,57,17,4528,142,4386,900,3723,6001441927,441927,1,4419.27,Census Tract 4419.27,37.5465021,-121.976577
285,"Census Tract 4420, Alameda County, California",3328,1060.4569999999999,3.13827013870335,0,0,56,0,13,0,7,0,0,1931.0,737,3,13,2346,21,91,117,3289,39,76,0,0,0,0,0,40,0,7,22,7,3328,63,3265,623,2924,6001442000,442000,1,4420.0,Census Tract 4420,37.559253999999996,-121.9351068
286,"Census Tract 4421, Alameda County, California",5242,7439.472,0.704619866964635,0,7,61,58,0,10,7,21,24,2218.0,911,54,25,4049,0,20,183,5059,183,188,0,0,17,31,0,22,47,35,29,7,5242,126,5116,939,4493,6001442100,442100,1,4421.0,Census Tract 4421,37.5482724,-121.94986200000001
287,"Census Tract 4422, Alameda County, California",7241,4455.534000000001,1.6251700780080802,0,0,157,78,52,0,0,0,0,2597.0,1510,127,7,4972,57,236,332,6855,386,287,0,0,0,0,100,0,14,31,95,47,7221,446,6775,1233,6049,6001442200,442200,1,4422.0,Census Tract 4422,37.5345655,-121.9421639
288,"Census Tract 4423.01, Alameda County, California",4878,8840.817,0.5517589270683879,0,116,219,173,54,59,55,6,23,1630.0,1222,313,20,2593,19,428,283,4164,714,705,17,78,0,26,170,231,149,31,0,3,4872,304,4568,1573,3244,6001442301,442301,1,4423.01,Census Tract 4423.01,37.5278226,-121.96151640000001
289,"Census Tract 4423.02, Alameda County, California",5772,15523.6,0.37182102774221293,33,262,376,265,159,91,98,66,35,1424.0,1233,741,18,3037,28,541,174,5014,758,1385,35,104,133,90,405,344,209,35,15,15,5772,464,5308,1829,3960,6001442302,442302,1,4423.02,Census Tract 4423.02,37.5362514,-121.9601205
290,"Census Tract 4424, Alameda County, California",6475,10595.0,0.6111371944580439,14,217,162,117,62,54,8,0,14,1878.0,1851,369,88,2479,54,1251,383,4550,1925,648,0,25,49,7,75,222,168,102,0,0,6475,428,6047,1770,4761,6001442400,442400,1,4424.0,Census Tract 4424,37.531380600000006,-121.9737794
291,"Census Tract 4425, Alameda County, California",7541,9965.767,0.75669037848824,0,282,287,157,82,30,76,38,0,1559.0,2187,431,147,3010,54,1098,614,5837,1704,952,0,0,0,33,400,299,184,20,0,16,7307,697,6610,2160,5037,6001442500,442500,1,4425.0,Census Tract 4425,37.537143900000004,-121.98714720000001
292,"Census Tract 4426.01, Alameda County, California",4012,8794.184000000001,0.45621060792559703,0,74,161,39,34,27,7,10,0,1790.0,1640,31,0,1607,0,581,153,3097,915,352,0,0,7,0,85,145,45,61,9,0,3982,41,3941,1191,3028,6001442601,442601,1,4426.01,Census Tract 4426.01,37.5443061,-121.99766149999999
293,"Census Tract 4426.02, Alameda County, California",5051,9908.369,0.509771087742491,16,218,226,130,61,25,32,11,0,1511.0,1996,419,4,1783,11,669,169,4110,941,719,0,0,33,11,293,212,80,17,37,36,5051,360,4691,1860,3206,6001442602,442602,1,4426.02,Census Tract 4426.02,37.5481916,-122.00498359999999
294,"Census Tract 4427, Alameda County, California",3227,6772.821,0.4764632114125629,0,78,151,66,0,25,0,10,0,2089.0,1591,137,0,1193,0,99,207,2599,628,330,0,0,19,0,80,36,96,29,44,26,3227,141,3086,724,2693,6001442700,442700,1,4427.0,Census Tract 4427,37.5371514,-122.00810940000001
295,"Census Tract 4428, Alameda County, California",3051,6180.012,0.493688387745426,28,54,68,45,17,17,0,0,0,2235.0,1360,128,0,1285,0,230,48,2579,472,229,0,0,0,4,11,59,86,60,9,0,3051,281,2770,963,2106,6001442800,442800,1,4428.0,Census Tract 4428,37.5293619,-121.99310020000001
296,"Census Tract 4429, Alameda County, California",8069,10112.93,0.7978894110706299,30,286,201,103,0,93,0,36,0,1985.0,3074,257,14,3169,290,632,633,6620,1449,749,0,0,15,0,78,284,254,90,16,12,8064,324,7740,2233,6159,6001442900,442900,1,4429.0,Census Tract 4429,37.5184093,-121.9748369
297,"Census Tract 4430.01, Alameda County, California",2906,9790.83,0.296808324980656,0,35,72,130,26,11,0,0,0,2175.0,855,91,5,1146,67,616,126,2011,895,274,0,8,5,0,39,45,97,14,54,12,2906,261,2645,584,2184,6001443001,443001,1,4430.01,Census Tract 4430.01,37.5184218,-121.9515237
298,"Census Tract 4430.02, Alameda County, California",6589,10798.7,0.610166147487942,8,68,202,241,35,10,0,0,0,1974.0,1741,62,27,3497,12,1149,101,5196,1393,564,0,0,8,0,52,229,123,35,107,10,6589,420,6169,1549,4941,6001443002,443002,1,4430.02,Census Tract 4430.02,37.5168344,-121.9605916
299,"Census Tract 4431.02, Alameda County, California",4786,5235.955,0.9140644667079542,0,41,66,49,4,12,8,0,0,3071.0,870,18,5,3528,41,124,200,4520,266,180,0,0,0,0,0,31,42,12,95,0,4786,168,4618,992,4095,6001443102,443102,1,4431.02,Census Tract 4431.02,37.5072245,-121.92714860000001
300,"Census Tract 4431.03, Alameda County, California",4034,673.0482,5.9936277697039495,0,16,36,30,13,0,0,0,0,2800.0,384,55,12,3486,0,0,97,3981,53,95,0,0,0,0,0,0,25,20,29,21,4034,59,3975,965,3382,6001443103,443103,1,4431.03,Census Tract 4431.03,37.527353399999996,-121.90280209999999
301,"Census Tract 4431.04, Alameda County, California",5481,7685.656999999999,0.713146547397131,40,52,236,155,14,27,6,35,0,1822.0,1136,68,15,3825,18,107,312,5193,288,565,6,21,8,29,54,235,108,29,49,26,5481,239,5242,1114,4521,6001443104,443104,1,4431.04,Census Tract 4431.04,37.5313774,-121.9266867
302,"Census Tract 4431.05, Alameda County, California",4553,3584.888,1.27005376086685,0,0,30,49,10,0,0,0,0,3019.0,644,68,4,3640,41,0,156,4553,0,89,0,0,0,0,0,0,10,27,40,12,4553,130,4423,606,4073,6001443105,443105,1,4431.05,Census Tract 4431.05,37.5218355,-121.93225600000001
303,"Census Tract 4432, Alameda County, California",3802,720.9016,5.27395184842555,0,0,22,32,8,0,0,0,0,3500.0,726,12,21,2653,56,28,306,3708,94,62,0,0,0,0,0,0,0,23,39,0,3802,143,3659,742,3340,6001443200,443200,1,4432.0,Census Tract 4432,37.487111600000006,-121.8964219
304,"Census Tract 4433.01, Alameda County, California",4173,6850.569,0.609146451643791,0,17,66,38,28,25,0,0,0,2470.0,1161,164,13,2538,0,7,290,3878,295,174,0,0,0,0,0,16,66,65,9,18,4173,129,4044,616,3632,6001443301,443301,1,4433.01,Census Tract 4433.01,37.470732500000004,-121.91295559999999
305,"Census Tract 4433.21, Alameda County, California",3340,15478.58,0.21578208084361802,12,60,306,184,14,53,22,6,11,1676.0,426,36,0,2626,0,133,119,3112,228,668,6,6,0,6,211,271,106,43,0,19,3340,77,3263,567,2801,6001443321,443321,1,4433.21,Census Tract 4433.21,37.4902704,-121.92428590000002
306,"Census Tract 4433.22, Alameda County, California",3204,7226.722,0.44335456380492894,0,6,42,29,17,5,8,16,0,2477.0,774,19,29,2108,55,28,191,3069,135,123,0,0,4,3,14,6,32,32,24,8,3204,145,3059,473,2783,6001443322,443322,1,4433.22,Census Tract 4433.22,37.482983000000004,-121.9198352
307,"Census Tract 4441, Alameda County, California",7555,6620.496,1.141153163644,0,76,29,123,0,36,0,50,67,1614.0,3941,75,6,1927,17,826,763,5308,2247,381,52,47,0,0,59,142,16,36,29,0,7555,260,7295,2613,5707,6001444100,444100,1,4441.0,Census Tract 4441,37.550978,-122.03616059999999
308,"Census Tract 4442, Alameda County, California",6740,8434.242,0.7991233936219009,14,47,145,84,18,42,12,10,0,2112.0,2161,301,34,1891,72,1711,570,4257,2483,372,0,19,0,11,61,56,127,67,10,21,6740,505,6235,1884,4881,6001444200,444200,1,4442.0,Census Tract 4442,37.5425433,-122.045728
309,"Census Tract 4443.01, Alameda County, California",4177,4198.909000000001,0.994782215207175,6,97,57,64,12,0,49,6,0,1493.0,1802,95,0,1218,89,651,322,2848,1329,291,0,0,0,0,145,9,62,48,21,6,4177,388,3789,1054,3041,6001444301,444301,1,4443.01,Census Tract 4443.01,37.536519,-122.05710159999998
310,"Census Tract 4443.02, Alameda County, California",4538,526.8009999999999,8.61425767223632,19,82,234,122,20,16,14,0,0,1449.0,996,202,27,1086,0,1978,249,2232,2306,507,7,0,24,20,233,177,29,8,9,0,4538,408,4130,1779,2581,6001444302,444302,1,4443.02,Census Tract 4443.02,37.5125289,-122.0473793
311,"Census Tract 4444, Alameda County, California",5057,12743.88,0.396818054755466,26,118,203,168,73,39,18,0,0,1715.0,1287,231,54,1173,0,1986,326,2608,2449,645,0,0,24,0,164,313,124,9,11,0,5057,686,4371,1750,2863,6001444400,444400,1,4444.0,Census Tract 4444,37.5362315,-122.035338
312,"Census Tract 4445, Alameda County, California",6850,9055.056999999999,0.756483427722445,22,342,382,314,106,29,14,0,0,1743.0,1996,709,2,2031,106,1729,277,4416,2434,1209,0,0,23,0,378,406,292,98,0,12,6850,445,6405,2360,4438,6001444500,444500,1,4445.0,Census Tract 4445,37.5342653,-122.0273658
313,"Census Tract 4446.01, Alameda County, California",5397,4574.252,1.1798649260151,13,60,53,31,14,28,17,9,0,2354.0,2123,303,101,1588,80,827,375,3928,1469,225,0,0,0,0,19,27,77,62,16,24,5397,336,5061,1624,3857,6001444601,444601,1,4446.01,Census Tract 4446.01,37.5270567,-122.0162477
314,"Census Tract 4446.02, Alameda County, California",4363,2097.73,2.07986716540772,9,180,113,50,42,13,18,12,0,1852.0,976,280,17,2486,0,148,456,3866,497,437,0,0,3,0,36,255,79,64,0,0,4363,330,4033,995,3319,6001444602,444602,1,4446.02,Census Tract 4446.02,37.5122564,-122.0030673
315,"Census Tract 4501.01, Alameda County, California",4781,7001.27,0.682876136877854,25,418,331,271,101,38,8,24,11,2278.0,1653,446,21,2136,27,28,470,4520,261,1227,0,0,0,73,94,170,469,213,176,32,4781,271,4510,544,4165,6001450101,450101,1,4501.01,Census Tract 4501.01,37.705161499999996,-121.88514540000001
316,"Census Tract 4501.02, Alameda County, California",7070,1909.9979999999998,3.70157429300831,0,146,180,93,49,26,37,0,0,2305.0,2301,1166,113,1956,38,799,697,5586,1484,531,0,0,0,0,52,139,110,106,109,15,4060,59,4001,486,3672,6001450102,450102,1,4501.02,Census Tract 4501.02,37.7208213,-121.8911828
317,"Census Tract 4502, Alameda County, California",5903,9434.353000000001,0.625692088148671,100,452,474,323,94,51,30,67,12,2001.0,3225,283,0,1958,5,75,357,5323,580,1603,0,0,29,53,146,565,460,257,78,15,5863,380,5483,818,4886,6001450200,450200,1,4502.0,Census Tract 4502,37.722455200000006,-121.91544009999998
318,"Census Tract 4503, Alameda County, California",5081,4283.786,1.1861004761412,8,108,124,167,34,10,35,0,0,2274.0,3310,260,66,1054,0,143,248,4357,724,486,0,0,7,8,18,91,217,97,48,0,5074,191,4883,722,4500,6001450300,450300,1,4503.0,Census Tract 4503,37.7108737,-121.91779369999999
319,"Census Tract 4504, Alameda County, California",6164,5059.438,1.2183172277246102,89,7,31,196,0,18,68,18,12,1551.0,4313,75,34,1562,1,32,147,5657,507,439,12,0,21,18,162,64,53,109,0,0,6154,218,5936,1787,4792,6001450400,450400,1,4504.0,Census Tract 4504,37.7130205,-121.9325112
320,"Census Tract 4505.01, Alameda County, California",3426,7628.306,0.449116752664491,21,73,179,58,9,30,8,0,0,2109.0,2307,177,14,697,0,26,205,2954,472,378,0,0,0,0,9,144,135,59,18,13,3418,145,3273,802,2961,6001450501,450501,1,4505.01,Census Tract 4505.01,37.7068544,-121.9419571
321,"Census Tract 4505.02, Alameda County, California",5460,1274.076,4.2854576932402795,0,19,110,40,12,9,19,0,0,2402.0,3635,111,11,1238,0,65,400,5021,439,209,0,0,0,0,25,20,74,38,52,0,5460,62,5398,691,5181,6001450502,450502,1,4505.02,Census Tract 4505.02,37.710180799999996,-121.9678033
322,"Census Tract 4506.01, Alameda County, California",3665,189.2303,19.3679352954531,0,50,24,35,33,10,11,17,0,1642.0,2312,131,0,1051,4,35,132,3435,230,180,0,0,0,24,45,51,11,36,0,13,3665,83,3582,801,3143,6001450601,450601,1,4506.01,Census Tract 4506.01,37.6533404,-121.9307838
323,"Census Tract 4506.02, Alameda County, California",9773,4070.277,2.40106517868036,29,220,290,257,121,38,0,15,0,2101.0,6145,231,15,2825,73,50,434,8887,886,970,0,0,12,0,119,274,337,143,61,24,9767,477,9290,1781,8649,6001450602,450602,1,4506.02,Census Tract 4506.02,37.6710285,-121.91304840000002
324,"Census Tract 4506.03, Alameda County, California",5054,3293.847,1.5343762210481298,0,63,64,80,23,0,43,20,0,2418.0,3362,42,8,1313,0,106,223,4575,479,293,0,0,0,0,37,24,95,67,58,12,5049,197,4852,1067,4184,6001450603,450603,1,4506.03,Census Tract 4506.03,37.6890204,-121.91071470000001
325,"Census Tract 4506.04, Alameda County, California",5397,6615.305,0.815835440164202,5,116,82,103,0,18,28,20,54,1861.0,3973,24,5,1148,0,58,189,4856,541,426,0,0,12,35,78,122,67,41,71,0,5397,148,5249,1085,5003,6001450604,450604,1,4506.04,Census Tract 4506.04,37.6811898,-121.88655279999999
326,"Census Tract 4506.05, Alameda County, California",4004,5832.988,0.686440632157369,0,40,135,70,17,28,0,20,0,2018.0,2871,35,2,862,0,31,203,3566,438,310,0,0,0,0,17,130,68,55,29,11,4004,129,3875,782,3600,6001450605,450605,1,4506.05,Census Tract 4506.05,37.6721104,-121.8819955
327,"Census Tract 4506.06, Alameda County, California",6092,7806.7080000000005,0.780354580793425,20,47,71,96,62,0,8,0,0,1937.0,4042,47,4,1428,11,64,496,5723,369,304,0,0,0,0,13,159,60,7,65,0,6081,65,6016,903,5698,6001450606,450606,1,4506.06,Census Tract 4506.06,37.669470600000004,-121.899759
328,"Census Tract 4506.07, Alameda County, California",5239,2811.217,1.86360554566276,49,233,235,268,77,67,194,146,172,1455.0,3387,236,0,1248,0,134,234,4598,641,1441,30,24,75,202,429,212,273,115,64,17,5239,248,4991,1369,4054,6001450607,450607,1,4506.07,Census Tract 4506.07,37.657232,-121.8874736
329,"Census Tract 4507.01, Alameda County, California",8740,85.02438000000001,102.79405155545099,0,121,111,126,3,51,37,59,0,1919.0,5347,58,10,2660,0,188,477,8153,587,508,17,23,0,2,106,114,101,73,51,21,8740,109,8631,1143,8284,6001450701,450701,1,4507.01,Census Tract 4507.01,37.5511338,-121.80545959999999
